"test_statistic","label","A"
0.195858827041525,"H0",0.5
-0.270289971658494,"H0",0.5
-0.301438726088526,"H0",0.5
-0.341715245018416,"H0",0.5
0.292465681757303,"H0",0.5
0.172710295042883,"H0",0.5
0.214386306804972,"H0",0.5
-0.192499436618103,"H0",0.5
-0.109014050317606,"H0",0.5
0.34927509750025,"H0",0.5
0.0875843413025548,"H0",0.5
0.224564194896194,"H0",0.5
0.303011029786778,"H0",0.5
0.108832612914507,"H0",0.5
-0.0225853667309284,"H0",0.5
-0.298410421309618,"H0",0.5
-0.0386187722902224,"H0",0.5
-0.224539902671431,"H0",0.5
0.0996921841773285,"H0",0.5
0.562123816877774,"H0",0.5
-0.181369408520997,"H0",0.5
0.253547532058676,"H0",0.5
-0.438145025480519,"H0",0.5
0.202286876291609,"H0",0.5
0.0543364891496873,"H0",0.5
0.471138761792363,"H0",0.5
-0.850364653880902,"H0",0.5
-0.271126690285749,"H0",0.5
-0.0633346373131805,"H0",0.5
-0.213902704723821,"H0",0.5
-0.0809327478271946,"H0",0.5
-0.0706282017866429,"H0",0.5
-0.343245344920763,"H0",0.5
0.00579730514015928,"H0",0.5
-0.0323808065071455,"H0",0.5
0.247142580931914,"H0",0.5
-0.152502057018988,"H0",0.5
0.114267773285324,"H0",0.5
-0.0781462812638102,"H0",0.5
-0.01361334270167,"H0",0.5
-0.013190759691205,"H0",0.5
-0.532212199511459,"H0",0.5
-0.0671813039179661,"H0",0.5
-0.413645788077445,"H0",0.5
-0.440384774851147,"H0",0.5
-0.0752821510853907,"H0",0.5
0.254526605026579,"H0",0.5
-0.0381390348797621,"H0",0.5
-0.0767456403056904,"H0",0.5
0.181730114528068,"H0",0.5
-0.306924880448369,"H0",0.5
-0.536726953210463,"H0",0.5
0.125459231578215,"H0",0.5
-0.162918017463033,"H0",0.5
-0.400230876225552,"H0",0.5
0.0317787749579309,"H0",0.5
0.620450096907176,"H0",0.5
0.1857207176856,"H0",0.5
0.0752583954834116,"H0",0.5
0.11437935999615,"H0",0.5
0.00106791973139728,"H0",0.5
-0.219997634962718,"H0",0.5
-0.406275667875838,"H0",0.5
0.0457348657922118,"H0",0.5
0.15062837349429,"H0",0.5
0.192445090789258,"H0",0.5
-0.638174986771135,"H0",0.5
0.0670928351073058,"H0",0.5
0.423352115320815,"H0",0.5
-0.0686502756979169,"H0",0.5
0.695709641958449,"H0",0.5
-0.0210483607508822,"H0",0.5
0.359444721206221,"H0",0.5
-0.122599880481085,"H0",0.5
-0.168043132552337,"H0",0.5
0.739347374952838,"H0",0.5
-0.019239951846421,"H0",0.5
0.145011581953466,"H0",0.5
-0.0117598622363133,"H0",0.5
0.0508563091751641,"H0",0.5
-0.21084597187431,"H0",0.5
0.430446654171677,"H0",0.5
-0.080801654352473,"H0",0.5
0.325386875760499,"H0",0.5
-0.024882887822599,"H0",0.5
0.353520726146755,"H0",0.5
0.825721607728079,"H0",0.5
-0.0686911784236863,"H0",0.5
-0.327560034364116,"H0",0.5
-0.0387138670195953,"H0",0.5
-0.196075146902163,"H0",0.5
-0.342444628878744,"H0",0.5
0.0209671435530232,"H0",0.5
0.0433763042936535,"H0",0.5
-0.00260289444530684,"H0",0.5
0.209030867347685,"H0",0.5
0.390897500029363,"H0",0.5
-0.159097469438307,"H0",0.5
-0.305803435918912,"H0",0.5
-0.227776750905128,"H0",0.5
0.219268627129548,"H0",0.5
-0.217123879426591,"H0",0.5
-0.394323262767743,"H0",0.5
-0.485953663648325,"H0",0.5
-1.09573627248686,"H0",0.5
-0.0288219877319906,"H0",0.5
-0.303045059111786,"H0",0.5
-0.198632070555042,"H0",0.5
0.396057145349267,"H0",0.5
-0.0417649084406131,"H0",0.5
0.0550107964470233,"H0",0.5
-0.244595923323906,"H0",0.5
-0.148677914017151,"H0",0.5
-0.0420391696540479,"H0",0.5
0.0603604230823858,"H0",0.5
0.263182506805001,"H0",0.5
-0.0981324224399825,"H0",0.5
0.193338404208159,"H0",0.5
-0.26043658869866,"H0",0.5
0.306346798483981,"H0",0.5
-0.443548284141056,"H0",0.5
-0.107110239084685,"H0",0.5
0.24485689943203,"H0",0.5
0.314670189414278,"H0",0.5
-0.38687216031698,"H0",0.5
0.262279202743169,"H0",0.5
-0.323445110084828,"H0",0.5
0.621563927051729,"H0",0.5
-0.326539513057267,"H0",0.5
-0.113593093515935,"H0",0.5
-0.164510342172672,"H0",0.5
0.194954070394548,"H0",0.5
0.0879595295311724,"H0",0.5
0.0692086536761119,"H0",0.5
-0.063425544467225,"H0",0.5
0.00564007479250517,"H0",0.5
-0.535340465641931,"H0",0.5
0.0346318490681535,"H0",0.5
-0.219652876986345,"H0",0.5
-0.13304233672343,"H0",0.5
0.172209518021178,"H0",0.5
-0.0868909607461609,"H0",0.5
0.0249738577695533,"H0",0.5
-0.028036819463098,"H0",0.5
-0.267495157817043,"H0",0.5
0.171498592442092,"H0",0.5
-0.351372171612575,"H0",0.5
1.13557873953649,"H0",0.5
-0.301236756974115,"H0",0.5
-0.513960445387863,"H0",0.5
0.00173038945126223,"H0",0.5
0.427445315831403,"H0",0.5
0.0866467248121038,"H0",0.5
0.218750957049571,"H0",0.5
-0.188359104970172,"H0",0.5
0.380827469411927,"H0",0.5
-0.233492783684071,"H0",0.5
0.00445638510144478,"H0",0.5
-0.0623060697760744,"H0",0.5
0.312192784010832,"H0",0.5
0.326575593140143,"H0",0.5
0.286251779760067,"H0",0.5
0.354437857766276,"H0",0.5
0.383573874937256,"H0",0.5
-0.0467846149756063,"H0",0.5
-0.177509596364968,"H0",0.5
0.275679970388872,"H0",0.5
-0.364458993032093,"H0",0.5
-0.142251367951544,"H0",0.5
0.421376401832031,"H0",0.5
0.0660388071217598,"H0",0.5
0.0780855937226293,"H0",0.5
-0.12615309845174,"H0",0.5
0.177391043301371,"H0",0.5
0.0455512627301627,"H0",0.5
0.32356997545687,"H0",0.5
-0.390530548139057,"H0",0.5
-0.0121387568350035,"H0",0.5
-0.105815392636242,"H0",0.5
0.114436952302477,"H0",0.5
0.363867261031348,"H0",0.5
0.380497984206171,"H0",0.5
0.578287590126861,"H0",0.5
-0.133867098589719,"H0",0.5
-0.00698658614167198,"H0",0.5
-0.153329617902505,"H0",0.5
0.011986224553362,"H0",0.5
0.341068615028256,"H0",0.5
0.0832442228020096,"H0",0.5
-0.215476574878442,"H0",0.5
-0.222988609154305,"H0",0.5
-0.250347214125247,"H0",0.5
0.158860591036438,"H0",0.5
0.0611069266594249,"H0",0.5
-0.0339493972841585,"H0",0.5
-0.459405731950472,"H0",0.5
0.151770225033062,"H0",0.5
-0.29780816989819,"H0",0.5
-0.331582888478403,"H0",0.5
0.0610871959201394,"H0",0.5
0.743994027045229,"H0",0.5
0.414428107264834,"H0",0.5
0.174807247932287,"H0",0.5
0.600804673820363,"H0",0.5
-0.170767751793457,"H0",0.5
-0.117767095006163,"H0",0.5
-0.285542790111269,"H0",0.5
0.171643316576425,"H0",0.5
-0.427232098692754,"H0",0.5
-0.028990838509308,"H0",0.5
-0.50099446004444,"H0",0.5
-0.267892732718144,"H0",0.5
-0.0471285691485084,"H0",0.5
0.249711895790598,"H0",0.5
-0.116335663043722,"H0",0.5
0.364983075676236,"H0",0.5
-0.144042132016892,"H0",0.5
0.333499916308648,"H0",0.5
-0.101521963851563,"H0",0.5
0.233017128891695,"H0",0.5
-0.337276829189614,"H0",0.5
0.343154442078859,"H0",0.5
0.218679692768342,"H0",0.5
0.162794807664102,"H0",0.5
0.0576904684191121,"H0",0.5
-0.143693554803606,"H0",0.5
0.800501541716135,"H0",0.5
0.0516385302145031,"H0",0.5
-0.270691615044788,"H0",0.5
-0.0819458540353716,"H0",0.5
0.346459910096996,"H0",0.5
-0.30918176758377,"H0",0.5
-0.24835467976294,"H0",0.5
0.13227572770092,"H0",0.5
0.0523421480926596,"H0",0.5
-0.465705074089613,"H0",0.5
-0.0841037990064182,"H0",0.5
-0.637911961282428,"H0",0.5
-0.340859169592286,"H0",0.5
0.177546369311482,"H0",0.5
0.212344235275158,"H0",0.5
0.293448956371868,"H0",0.5
0.0894769484555953,"H0",0.5
-0.143879504844922,"H0",0.5
0.0258948945803821,"H0",0.5
0.28162146923549,"H0",0.5
0.373607188434628,"H0",0.5
0.610941132788661,"H0",0.5
-0.458800352059912,"H0",0.5
-0.0290446944241369,"H0",0.5
0.277047820568695,"H0",0.5
0.119603470984434,"H0",0.5
-0.0836741147587975,"H0",0.5
-0.941897958458736,"H0",0.5
-0.398617036835118,"H0",0.5
-0.286219149367039,"H0",0.5
-0.162975441694891,"H0",0.5
0.194525339114634,"H0",0.5
-0.474070868720847,"H0",0.5
-0.058670335202467,"H0",0.5
0.0213923857845208,"H0",0.5
-0.582133715723152,"H0",0.5
-0.396031208082129,"H0",0.5
0.25757537591297,"H0",0.5
0.132348789376608,"H0",0.5
0.66461032479999,"H0",0.5
0.284435746606861,"H0",0.5
-0.226948269316853,"H0",0.5
0.03471765958659,"H0",0.5
-0.119709343678102,"H0",0.5
0.399564554100875,"H0",0.5
0.176344799312851,"H0",0.5
0.366869947691397,"H0",0.5
-0.364330463656884,"H0",0.5
0.00253162162613141,"H0",0.5
0.0930335083762842,"H0",0.5
-0.0865474746383902,"H0",0.5
0.148647823647808,"H0",0.5
-0.574732117309388,"H0",0.5
-0.104443230039394,"H0",0.5
0.255794292616134,"H0",0.5
-0.0269777994189763,"H0",0.5
0.138902003609469,"H0",0.5
0.336193706694728,"H0",0.5
-0.0898732521709401,"H0",0.5
0.378694915170026,"H0",0.5
0.0198936633460486,"H0",0.5
-0.0374032449282713,"H0",0.5
-0.148768660416083,"H0",0.5
0.990844942759775,"H0",0.5
-0.528758054867129,"H0",0.5
0.642868225038744,"H0",0.5
-0.0539827678536815,"H0",0.5
-0.400402036877927,"H0",0.5
0.075457980051469,"H0",0.5
0.0143649693234423,"H0",0.5
0.387942691544129,"H0",0.5
0.0221803498101387,"H0",0.5
-0.638876017608537,"H0",0.5
0.0422343707645835,"H0",0.5
0.927594948553493,"H0",0.5
-0.338392584620047,"H0",0.5
-0.306736438638717,"H0",0.5
0.190818765741802,"H0",0.5
0.031003407299171,"H0",0.5
0.521530954443378,"H0",0.5
0.204485130297405,"H0",0.5
-0.370209214706131,"H0",0.5
-0.475184299143618,"H0",0.5
0.362461801458482,"H0",0.5
0.424499835313748,"H0",0.5
0.195364421653333,"H0",0.5
-0.235812046529652,"H0",0.5
0.258907335520482,"H0",0.5
0.457895259537319,"H0",0.5
0.534126981159322,"H0",0.5
0.172411928337061,"H0",0.5
0.657319929843727,"H0",0.5
-0.0259066207415383,"H0",0.5
-0.0685891815063984,"H0",0.5
-0.3458883659714,"H0",0.5
-0.425490972419141,"H0",0.5
0.110373649589454,"H0",0.5
0.440899862812482,"H0",0.5
0.408029821669934,"H0",0.5
0.247587635374025,"H0",0.5
-0.383708082195128,"H0",0.5
-0.103224981508587,"H0",0.5
0.0406202368790052,"H0",0.5
0.0925588937097983,"H0",0.5
-0.0942195048104527,"H0",0.5
-0.19198905882294,"H0",0.5
-0.00722143792739795,"H0",0.5
-0.312353706214334,"H0",0.5
0.168507205094307,"H0",0.5
0.0220308884164338,"H0",0.5
0.362405408899437,"H0",0.5
-0.194701423054392,"H0",0.5
0.135095274453688,"H0",0.5
0.235509551139403,"H0",0.5
-0.860498306363388,"H0",0.5
0.391705542507387,"H0",0.5
-0.56239708194071,"H0",0.5
0.220313986507728,"H0",0.5
0.435393957960496,"H0",0.5
0.0195307250497562,"H0",0.5
0.0475364010524095,"H0",0.5
-0.235252254240513,"H0",0.5
0.481592224159521,"H0",0.5
-0.015712141006417,"H0",0.5
0.702291476213972,"H0",0.5
0.336091724035293,"H0",0.5
0.0157367281078862,"H0",0.5
-0.192952893245398,"H0",0.5
0.0526661222378276,"H0",0.5
0.181324454698802,"H0",0.5
0.274124158665208,"H0",0.5
-0.266906427856262,"H0",0.5
-0.115682297936267,"H0",0.5
-0.191635124826989,"H0",0.5
-0.282246044911553,"H0",0.5
-0.118262851785335,"H0",0.5
-0.107367607551055,"H0",0.5
0.24517726755926,"H0",0.5
0.090713988005144,"H0",0.5
-0.25269228023196,"H0",0.5
-0.314928215753291,"H0",0.5
-0.351663984272041,"H0",0.5
0.33597186676361,"H0",0.5
-0.733210320756495,"H0",0.5
0.535122766244037,"H0",0.5
0.405533269369708,"H0",0.5
0.565745888851642,"H0",0.5
0.268762922735307,"H0",0.5
-0.242695351908218,"H0",0.5
-0.384892979207389,"H0",0.5
0.206229583996831,"H0",0.5
0.00471957371921328,"H0",0.5
0.0691101295121977,"H0",0.5
-0.39750550960575,"H0",0.5
0.156343661513872,"H0",0.5
-0.363405090318071,"H0",0.5
-0.1318089612848,"H0",0.5
-0.00293873248947549,"H0",0.5
0.256320004103732,"H0",0.5
-0.248903989932374,"H0",0.5
-0.0662975606280308,"H0",0.5
-0.707829632431176,"H0",0.5
0.272042339836306,"H0",0.5
-0.587131871502662,"H0",0.5
-0.189380153390193,"H0",0.5
0.238240794280594,"H0",0.5
0.395545330393035,"H0",0.5
-0.0236176989408369,"H0",0.5
-0.289653811080896,"H0",0.5
0.584602514072421,"H0",0.5
0.314500380976116,"H0",0.5
0.722727864674575,"H0",0.5
-0.298868379610004,"H0",0.5
0.342120043449063,"H0",0.5
0.215882072287056,"H0",0.5
-0.409073364545671,"H0",0.5
-0.0877426429014129,"H0",0.5
-0.151730023299944,"H0",0.5
-0.0860377708538727,"H0",0.5
0.0788364829130184,"H0",0.5
0.739288610788957,"H0",0.5
-0.302475623117314,"H0",0.5
0.0697715782211071,"H0",0.5
0.305675340538533,"H0",0.5
0.46245044287409,"H0",0.5
-0.0398956905316137,"H0",0.5
0.14754730494762,"H0",0.5
-0.221062799723456,"H0",0.5
-0.0224108328766471,"H0",0.5
0.246323216302128,"H0",0.5
0.0829132130466574,"H0",0.5
0.186464777716435,"H0",0.5
0.101161225274678,"H0",0.5
0.541979731781194,"H0",0.5
-0.149439846299536,"H0",0.5
0.173207583412711,"H0",0.5
0.00903605073147144,"H0",0.5
0.392810272974724,"H0",0.5
0.240608315348002,"H0",0.5
0.14383797993848,"H0",0.5
-0.462909508575836,"H0",0.5
-0.281541146690583,"H0",0.5
-0.0887028859921155,"H0",0.5
-0.229443679731672,"H0",0.5
-0.083626494759131,"H0",0.5
-0.362232089489732,"H0",0.5
0.513564611799654,"H0",0.5
0.0389916008202679,"H0",0.5
-0.095679796827371,"H0",0.5
-0.173702174288567,"H0",0.5
-0.0946389316833215,"H0",0.5
0.0431552941903393,"H0",0.5
0.234299785195154,"H0",0.5
1.03830035079934,"H0",0.5
-0.205980827126681,"H0",0.5
0.0371489997114928,"H0",0.5
-0.0712677750545166,"H0",0.5
-0.0655723280867446,"H0",0.5
0.0207820151675281,"H0",0.5
-0.240194561535417,"H0",0.5
0.123187753383981,"H0",0.5
0.0205364610846205,"H0",0.5
-0.0817520754417768,"H0",0.5
0.343848458701816,"H0",0.5
0.116002776377187,"H0",0.5
-0.284538778714197,"H0",0.5
0.76957900633929,"H0",0.5
-0.264616547207887,"H0",0.5
-0.574745399417671,"H0",0.5
-0.0793529823260776,"H0",0.5
-0.0222340228000029,"H0",0.5
0.00464397789243462,"H0",0.5
-0.229278319013962,"H0",0.5
-0.188930214568413,"H0",0.5
0.172885573913089,"H0",0.5
-0.136541261319923,"H0",0.5
-0.443822664873317,"H0",0.5
0.328952974279206,"H0",0.5
0.0746836071006775,"H0",0.5
-0.178737604167877,"H0",0.5
0.0566315038285258,"H0",0.5
0.297274737467947,"H0",0.5
0.173372199400523,"H0",0.5
0.0814293383018012,"H0",0.5
-0.0616434746695819,"H0",0.5
0.249251629403883,"H0",0.5
0.0268387267258593,"H0",0.5
-0.302005557292731,"H0",0.5
0.266833044179488,"H0",0.5
-0.449999105926082,"H0",0.5
-0.026223119015536,"H0",0.5
0.695916180032924,"H0",0.5
0.205677785995408,"H0",0.5
0.106939766123193,"H0",0.5
0.142037399067107,"H0",0.5
0.252100526554886,"H0",0.5
-0.260922586895143,"H0",0.5
0.263999635025808,"H0",0.5
-0.159982297334052,"H0",0.5
-0.304266371187326,"H0",0.5
0.488325396210621,"H0",0.5
-0.249056334538331,"H0",0.5
-0.142540463859219,"H0",0.5
0.516780496585683,"H0",0.5
-0.0852726786788971,"H0",0.5
0.136755622446432,"H0",0.5
-0.495888143479542,"H0",0.5
-0.211947749950762,"H0",0.5
-0.0850717930456359,"H0",0.5
0.057850782242143,"H0",0.5
0.298852967901772,"H0",0.5
0.330476048807255,"H0",0.5
-0.0967545887264777,"H0",0.5
-0.0716146608165295,"H0",0.5
0.0338729750006307,"H0",0.5
-0.171530699558713,"H0",0.5
0.156289090940676,"H0",0.5
-0.135716775978042,"H0",0.5
-0.0985999743451996,"H0",0.5
-0.272031848826196,"H0",0.5
0.291134079654684,"H0",0.5
-0.144679741774732,"H0",0.5
-0.465325275000004,"H0",0.5
-0.0995968712949566,"H0",0.5
-0.274752281841864,"H0",0.5
0.420648467877613,"H0",0.5
0.24345564130781,"H0",0.5
0.13706468816823,"H0",0.5
0.416864221367584,"H0",0.5
0.00155618757774161,"H0",0.5
0.243942292199858,"H0",0.5
-0.302982411578461,"H0",0.5
-0.261110933608487,"H0",0.5
-0.0561232243954967,"H0",0.5
0.46267766564419,"H0",0.5
-0.201783547229226,"H0",0.5
0.384274222524488,"H0",0.5
-0.539625776008616,"H0",0.5
0.238428437215884,"H0",0.5
0.0327171837779762,"H0",0.5
0.368502539302995,"H0",0.5
0.33256729623856,"H0",0.5
0.101717743164925,"H0",0.5
0.259228660485374,"H0",0.5
0.188595587120036,"H0",0.5
-0.176019721212189,"H0",0.5
0.102791629950182,"H0",0.5
-0.27051981681232,"H0",0.5
-0.113861785157295,"H0",0.5
0.637619321988365,"H0",0.5
-0.231473790561195,"H0",0.5
-0.536458723049348,"H0",0.5
0.774340290932945,"H0",0.5
0.305347199966715,"H0",0.5
-0.100209928229678,"H0",0.5
-0.587528284464507,"H0",0.5
0.138735369549615,"H0",0.5
-0.0449756272518273,"H0",0.5
0.0812320714517949,"H0",0.5
0.72637171391934,"H0",0.5
0.0123501703456599,"H0",0.5
0.23115793303289,"H0",0.5
-0.0375671980746514,"H0",0.5
-0.277676338522235,"H0",0.5
-0.486237599744324,"H0",0.5
-0.489156727379896,"H0",0.5
0.0444497206680728,"H0",0.5
-0.262613057856866,"H0",0.5
-0.532894788871071,"H0",0.5
-0.277862157517313,"H0",0.5
0.20345884438058,"H0",0.5
-0.263483447752858,"H0",0.5
-0.235302459353696,"H0",0.5
-0.0828533873148162,"H0",0.5
-0.390364579512092,"H0",0.5
0.334300380676078,"H0",0.5
0.0594767728627785,"H0",0.5
-0.25980555018309,"H0",0.5
0.566829583644576,"H0",0.5
-0.160783319748484,"H0",0.5
0.12518532600528,"H0",0.5
-0.0677012130356124,"H0",0.5
-0.128596593512712,"H0",0.5
0.390540389219555,"H0",0.5
0.204713690523251,"H0",0.5
0.4154492463061,"H0",0.5
-0.117007814399038,"H0",0.5
0.598373798455603,"H0",0.5
0.210314049841766,"H0",0.5
0.0788140106960632,"H0",0.5
-0.304821671826794,"H0",0.5
-0.101892990176779,"H0",0.5
0.0205923970543675,"H0",0.5
-0.0253353542794918,"H0",0.5
-0.72928551838497,"H0",0.5
0.673809877483611,"H0",0.5
-0.284319155433017,"H0",0.5
-0.216587700632152,"H0",0.5
-0.352612172524256,"H0",0.5
-0.17137216722517,"H0",0.5
0.337371411831203,"H0",0.5
0.201774178986679,"H0",0.5
-0.220579587417332,"H0",0.5
0.541200717630111,"H0",0.5
-0.0295749946194094,"H0",0.5
0.137375146102962,"H0",0.5
0.0096075581386359,"H0",0.5
-0.0165168491620059,"H0",0.5
0.336395315571257,"H0",0.5
0.210065038106148,"H0",0.5
0.205619163790537,"H0",0.5
-0.00116850085189747,"H0",0.5
0.326802676709946,"H0",0.5
-0.0431120610803492,"H0",0.5
-0.0832807255941189,"H0",0.5
-0.110950781188906,"H0",0.5
-0.294491806893392,"H0",0.5
0.157821965684513,"H0",0.5
-0.13677881059682,"H0",0.5
-0.0123508030476427,"H0",0.5
0.135784960773723,"H0",0.5
-0.19755977873593,"H0",0.5
-0.168590529344603,"H0",0.5
-0.234130747000473,"H0",0.5
-0.584123006052778,"H0",0.5
0.0292985758158312,"H0",0.5
0.179268199418223,"H0",0.5
0.322172976115229,"H0",0.5
0.0376507779736292,"H0",0.5
0.0110013291757408,"H0",0.5
-0.162481918165075,"H0",0.5
0.333408591254489,"H0",0.5
-0.501574974224851,"H0",0.5
0.149331317211135,"H0",0.5
0.153257085505332,"H0",0.5
0.29963730860237,"H0",0.5
-0.241460348134726,"H0",0.5
-0.151585414453333,"H0",0.5
0.591991625842251,"H0",0.5
0.411506605064477,"H0",0.5
0.728018212279999,"H0",0.5
0.326262581165938,"H0",0.5
0.225186082587887,"H0",0.5
0.450003907454609,"H0",0.5
-0.0277131467703893,"H0",0.5
0.500744748389505,"H0",0.5
0.00313140986398619,"H0",0.5
-0.148045452722695,"H0",0.5
-0.538016329819049,"H0",0.5
0.331336865623248,"H0",0.5
-0.0229983380113847,"H0",0.5
0.200504150166574,"H0",0.5
-0.196204563493149,"H0",0.5
-0.044567645025059,"H0",0.5
0.128627820021002,"H0",0.5
0.680329660770353,"H0",0.5
-0.120584422218205,"H0",0.5
-0.249450296499598,"H0",0.5
0.182632219467692,"H0",0.5
0.261017355475511,"H0",0.5
-0.37700039475324,"H0",0.5
0.0200921216901902,"H0",0.5
-0.469395802901215,"H0",0.5
-0.27598879438028,"H0",0.5
-0.253428439404437,"H0",0.5
0.1031782581938,"H0",0.5
-0.555183363489241,"H0",0.5
-0.678666209326186,"H0",0.5
-0.188917569542137,"H0",0.5
0.457604269250328,"H0",0.5
0.0841019447869576,"H0",0.5
-0.0754776236659538,"H0",0.5
-0.48742327629084,"H0",0.5
-0.316784353259352,"H0",0.5
-0.219970738698092,"H0",0.5
-0.0842000032982475,"H0",0.5
0.17701165375795,"H0",0.5
0.134503768065161,"H0",0.5
0.0878980577307206,"H0",0.5
-0.0810740104408133,"H0",0.5
-0.142026417427803,"H0",0.5
-0.465348750438056,"H0",0.5
0.476814489552352,"H0",0.5
0.41913453994565,"H0",0.5
0.237820790584971,"H0",0.5
0.146402302636469,"H0",0.5
-0.146791172486325,"H0",0.5
-0.0761315963781247,"H0",0.5
0.198165922682692,"H0",0.5
-0.337280490295429,"H0",0.5
-0.113994720312996,"H0",0.5
-0.0405015774359793,"H0",0.5
-0.340663543361346,"H0",0.5
0.197799029238083,"H0",0.5
-0.372910791753077,"H0",0.5
0.292769167836095,"H0",0.5
0.140449166779293,"H0",0.5
-0.45724141863484,"H0",0.5
-0.000533054096437002,"H0",0.5
0.116775537368271,"H0",0.5
0.0447411508763345,"H0",0.5
-0.137907891420524,"H0",0.5
-0.234758239415783,"H0",0.5
-0.424778901359332,"H0",0.5
-0.197501971130655,"H0",0.5
0.0112930103648043,"H0",0.5
0.00567006772284199,"H0",0.5
-0.262825201258753,"H0",0.5
-0.414473053214973,"H0",0.5
-0.522152479452643,"H0",0.5
-0.132207067991508,"H0",0.5
0.0234165902261224,"H0",0.5
0.405300422434849,"H0",0.5
0.446323955880198,"H0",0.5
-0.170995725055256,"H0",0.5
-0.420330255239087,"H0",0.5
-0.291424822297344,"H0",0.5
-0.24582370511176,"H0",0.5
0.124360667330091,"H0",0.5
0.360633554795356,"H0",0.5
0.307846345399326,"H0",0.5
0.574622536566821,"H0",0.5
-0.288671920497318,"H0",0.5
-0.0669266487895087,"H0",0.5
0.266896689112357,"H0",0.5
0.245473436518562,"H0",0.5
0.130885585635191,"H0",0.5
0.207614547853882,"H0",0.5
0.168813483609316,"H0",0.5
-0.0565626872470396,"H0",0.5
0.152010493271444,"H0",0.5
0.841071905096449,"H0",0.5
0.237989309759814,"H0",0.5
0.155156777210346,"H0",0.5
-0.102039171813882,"H0",0.5
0.00456642005078258,"H0",0.5
0.415095933395815,"H0",0.5
0.300717387424689,"H0",0.5
-0.23971189535382,"H0",0.5
-0.180160142821748,"H0",0.5
-0.200769543743013,"H0",0.5
-0.0295198874154813,"H0",0.5
0.0331299086946594,"H0",0.5
0.0803869824411848,"H0",0.5
0.503624195737233,"H0",0.5
0.166263001893589,"H0",0.5
0.201516391011544,"H0",0.5
0.324069564017449,"H0",0.5
-0.0596905975487329,"H0",0.5
0.0193065735338332,"H0",0.5
-0.0921160463083642,"H0",0.5
0.0714155967684297,"H0",0.5
0.327676539621132,"H0",0.5
-0.194151510839298,"H0",0.5
0.294187200288828,"H0",0.5
-0.39338832644207,"H0",0.5
