"spam","to_multiple","from","cc","sent_email","time","image","attach","dollar","winner","inherit","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"0",0,1,0,0,2012-03-03 03:58:02,0,0,6,"no",0,0,8.528,276,1,0,0,0,3,"small"
"0",0,1,0,0,2012-03-21 12:10:53,0,0,1,"no",0,0,43.494,929,1,1,0,0,16,"big"
"0",0,1,0,1,2012-02-05 16:27:58,0,0,0,"no",0,0,5.113,113,1,1,0,0,2,"small"
"0",0,1,0,0,2012-03-04 16:04:30,0,0,0,"no",0,4,9.364,226,1,0,1,0,6,"small"
"0",1,1,0,0,2012-01-09 21:29:09,0,2,0,"no",0,0,0.459,21,0,0,0,0,0,"none"
"0",0,1,0,1,2012-02-09 11:02:06,0,0,0,"no",0,0,21.762,560,1,1,0,0,0,"small"
"0",0,1,1,0,2012-03-14 16:02:52,0,0,0,"no",0,0,0.982,31,0,1,0,0,0,"small"
"0",0,1,3,1,2012-03-09 17:03:36,0,0,0,"no",0,0,5.773,168,1,1,0,0,6,"small"
"0",0,1,0,0,2012-01-18 11:03:54,0,0,14,"no",1,0,13.684,305,1,0,0,0,10,"small"
"0",0,1,2,1,2012-03-14 09:53:52,0,0,0,"no",0,0,1.575,41,1,1,0,0,2,"small"
"0",0,1,0,0,2012-03-06 09:13:37,0,0,0,"no",0,0,4.791,117,1,0,0,0,0,"small"
"0",0,1,0,0,2012-01-24 14:17:34,0,0,4,"no",1,0,7.908,190,1,0,0,0,5,"small"
"0",1,1,0,0,2012-01-10 10:10:48,0,0,0,"no",0,0,3.983,47,0,0,0,0,0,"small"
"0",0,1,0,0,2012-03-06 07:00:03,0,0,0,"no",0,0,8.625,184,1,0,0,0,1,"small"
"0",0,1,0,0,2012-01-15 20:41:24,0,0,1,"no",0,8,22.554,463,1,0,0,0,21,"big"
"0",0,1,0,0,2012-03-22 22:54:34,0,0,0,"no",0,0,2.096,18,1,0,0,0,0,"small"
"0",0,1,0,0,2012-01-21 18:59:01,0,0,0,"no",0,0,24.419,617,1,0,0,0,2,"small"
"0",0,1,0,1,2012-01-06 16:40:12,0,0,0,"no",0,0,0.122,7,0,1,0,0,0,"small"
"0",0,1,1,1,2012-01-17 00:13:42,0,0,2,"no",0,0,30.295,764,1,1,0,0,7,"small"
"0",0,1,0,0,2012-02-10 20:20:03,0,0,0,"no",0,0,0.79,17,0,0,0,0,0,"none"
"0",1,1,0,0,2012-02-01 17:15:50,0,0,0,"no",0,0,11.639,240,1,0,0,0,5,"small"
"0",0,1,3,1,2012-03-29 09:55:13,0,0,0,"no",0,0,5.374,161,1,1,0,0,2,"small"
"0",0,1,0,1,2012-03-08 17:29:30,0,0,0,"no",0,0,13.102,306,1,1,0,0,14,"small"
"0",0,1,0,0,2012-02-14 08:43:48,0,0,0,"no",0,2,25.209,725,1,0,0,0,2,"small"
"0",0,1,0,0,2012-01-20 12:13:41,0,0,0,"no",0,0,6.526,119,1,0,0,0,3,"small"
"0",0,1,7,1,2012-01-05 09:25:33,0,0,0,"no",0,0,9.871,340,1,0,0,0,11,"big"
"0",0,1,0,0,2012-03-03 17:40:27,0,0,0,"no",0,0,0.343,16,0,0,0,0,2,"none"
"0",0,1,0,0,2012-03-15 05:50:20,0,0,0,"no",0,0,0.884,17,1,0,0,0,0,"small"
"0",0,1,0,0,2012-02-09 15:43:57,0,0,5,"no",0,0,41.789,459,1,0,0,0,4,"small"
"0",0,1,0,1,2012-03-26 11:24:54,0,0,4,"no",0,0,46.072,1376,1,0,0,0,13,"big"
"0",0,1,1,1,2012-02-22 23:11:40,0,0,2,"no",0,0,30.984,723,1,1,0,0,2,"big"
"0",0,1,0,0,2012-02-20 01:05:24,0,0,0,"no",0,0,24.751,630,1,0,0,0,2,"small"
"0",1,1,0,0,2012-01-11 12:38:37,0,0,0,"no",0,0,7.491,106,0,0,0,0,0,"small"
"0",0,1,0,1,2012-03-27 09:44:09,0,0,0,"no",0,0,1.987,72,0,1,0,0,4,"small"
"0",1,1,1,1,2012-01-01 13:45:21,1,1,0,"no",0,0,7.421,237,1,0,0,0,18,"small"
"0",0,1,0,0,2012-03-28 23:53:19,0,0,0,"no",0,0,0.82,28,0,1,0,0,0,"small"
"0",0,1,2,1,2012-02-17 11:03:28,0,0,0,"no",0,0,23.466,552,1,1,0,0,12,"big"
"0",0,1,0,0,2012-03-08 11:03:57,0,0,22,"no",1,0,28.187,525,1,0,0,0,30,"small"
"0",0,1,0,0,2012-02-11 11:01:25,0,0,20,"no",1,0,17.677,380,1,0,0,0,10,"small"
"0",0,1,0,0,2012-03-29 08:28:29,0,0,0,"no",0,0,2.424,44,1,0,0,0,2,"none"
"0",0,1,0,0,2012-02-10 07:37:19,0,0,0,"no",0,0,26.038,651,1,0,0,0,1,"small"
"0",0,1,0,0,2012-01-26 13:27:00,0,0,4,"no",0,0,7.491,270,1,0,0,0,8,"small"
"0",0,1,0,0,2012-02-02 20:00:27,0,0,0,"no",0,0,27.331,490,1,0,0,0,29,"small"
"0",0,1,0,0,2012-03-28 10:07:15,0,0,10,"no",1,0,13.214,287,1,0,0,0,8,"small"
"0",0,1,0,0,2012-02-08 09:03:21,0,0,0,"no",0,0,2.247,50,1,0,0,0,0,"none"
"0",1,1,2,0,2012-02-20 08:33:49,1,1,0,"no",0,0,29.007,926,1,1,0,0,33,"big"
"0",0,1,0,0,2012-03-01 11:48:35,0,0,0,"no",0,0,2.15,46,1,0,0,0,0,"small"
"0",0,1,0,1,2012-02-21 15:53:18,0,0,0,"no",0,4,6.89,129,1,1,0,0,6,"big"
"0",0,1,0,1,2012-03-08 15:34:15,0,0,12,"no",1,0,94.31,2265,1,0,0,0,0,"small"
"0",0,1,0,1,2012-03-25 18:39:53,0,0,0,"no",0,0,3.165,90,1,1,0,0,2,"small"
"0",0,1,0,0,2012-02-12 09:13:16,0,0,0,"no",0,0,8.577,119,1,0,0,0,1,"small"
"0",1,1,0,0,2012-03-26 15:34:03,0,0,0,"no",0,1,27.01,360,0,0,0,0,0,"small"
"0",0,1,0,0,2012-03-13 06:11:01,0,0,0,"no",0,0,26.704,664,1,0,0,0,1,"small"
"0",1,1,3,0,2012-03-02 17:34:27,0,2,0,"no",0,0,14.887,373,1,0,0,0,14,"big"
"0",0,1,0,0,2012-02-29 15:19:00,0,0,0,"no",0,0,7.979,174,1,0,1,0,8,"small"
"0",1,1,33,0,2012-03-22 20:47:51,0,0,0,"no",0,0,1.587,46,1,0,0,0,1,"small"
"0",0,1,0,0,2012-03-20 20:35:50,0,0,0,"no",0,0,8.13,138,1,0,0,0,1,"small"
"0",1,1,0,1,2012-03-02 14:46:16,0,0,0,"no",0,0,31.861,425,0,0,0,0,0,"small"
"0",0,1,0,1,2012-03-09 07:06:24,0,0,0,"no",0,0,0.369,10,1,0,0,0,0,"small"
"0",0,1,0,1,2012-02-13 10:15:39,1,1,0,"no",0,0,0.601,16,1,0,0,0,0,"small"
"0",0,1,0,0,2012-03-13 07:00:05,0,0,0,"no",0,0,4.618,107,1,0,0,0,1,"big"
"0",0,1,0,0,2012-03-12 18:46:32,0,0,0,"no",0,0,2.281,52,0,1,0,0,1,"small"
"0",1,1,0,0,2012-03-01 13:36:16,0,0,0,"no",0,0,1.486,27,0,0,0,0,2,"none"
"0",0,1,1,1,2012-03-14 11:07:20,0,0,0,"no",0,0,2.973,89,0,1,0,0,1,"small"
"0",0,1,0,0,2012-03-14 10:10:22,0,0,16,"no",1,0,21.949,420,1,0,0,0,22,"small"
"0",0,1,1,0,2012-02-24 11:23:53,0,0,0,"no",0,0,24.606,611,1,1,0,0,13,"small"
"0",1,1,1,0,2012-03-12 14:45:07,0,0,0,"no",0,0,7.049,145,1,0,0,0,1,"small"
"0",1,1,0,0,2012-03-01 14:44:36,0,0,1,"no",0,0,6.536,75,0,0,0,0,1,"small"
"0",0,1,0,0,2012-03-23 07:04:17,0,0,0,"no",0,0,11.444,108,1,0,0,0,1,"small"
"0",0,1,0,0,2012-03-04 16:55:19,0,0,23,"no",0,0,16.734,570,1,0,0,0,3,"small"
"0",0,1,0,0,2012-03-18 16:23:16,0,0,0,"no",0,0,0.892,16,0,0,0,0,1,"small"
"0",1,1,1,0,2012-02-17 09:33:10,0,0,0,"no",0,0,1.019,31,0,1,0,0,0,"small"
"0",0,1,0,0,2012-01-18 01:02:57,0,0,4,"no",0,0,4.446,87,0,0,0,0,1,"small"
"0",0,1,0,1,2012-01-13 11:24:47,0,0,0,"no",0,0,14.333,335,1,1,0,0,0,"big"
"0",0,1,0,0,2012-02-28 11:06:53,0,0,0,"no",0,0,9.55,196,1,1,0,0,2,"small"
"0",0,1,0,1,2012-02-10 14:43:24,0,0,0,"no",0,0,2.286,60,1,1,0,0,4,"small"
"0",0,1,0,0,2012-03-28 23:12:17,0,0,0,"no",0,0,0.651,17,0,0,0,0,0,"small"
"0",0,1,0,0,2012-03-10 12:43:01,0,0,4,"no",0,0,10.858,173,1,0,1,0,14,"small"
"0",0,1,1,1,2012-01-05 17:19:25,0,0,0,"no",0,0,4.823,135,1,1,0,0,0,"small"
"0",0,1,0,0,2012-01-10 06:17:53,0,0,0,"no",0,0,15.867,253,1,0,0,0,1,"small"
"0",0,1,0,1,2012-03-22 14:40:09,0,0,0,"no",0,0,2.007,38,1,0,0,0,0,"small"
"0",0,1,0,0,2012-03-10 13:41:50,0,0,0,"no",0,0,4.887,112,1,0,0,0,1,"big"
"0",0,1,0,0,2012-02-16 13:21:44,0,0,0,"no",0,0,26.904,665,1,0,0,0,1,"small"
"0",0,1,0,0,2012-02-12 01:50:11,0,0,0,"no",0,0,24.835,630,1,0,0,0,1,"small"
"0",0,1,0,1,2012-02-14 21:10:24,0,0,0,"no",0,0,0.299,4,1,0,0,0,0,"none"
"0",0,1,0,0,2012-03-30 13:59:41,0,0,0,"no",0,0,8.794,151,1,0,1,0,8,"small"
"0",1,1,2,0,2012-02-15 21:45:54,0,0,0,"no",0,0,23.05,537,1,1,0,0,8,"small"
"0",0,1,0,0,2012-03-28 17:53:55,0,0,0,"no",0,0,1,16,0,0,0,0,1,"small"
"0",0,1,0,0,2012-01-08 21:02:43,0,0,0,"no",0,0,9.27,151,1,0,0,0,1,"small"
"0",0,1,0,0,2012-03-24 13:00:45,0,0,16,"no",1,0,22.077,423,1,0,0,0,22,"small"
"0",0,1,0,0,2012-03-16 21:08:53,0,0,0,"no",0,0,0.812,17,0,0,0,0,0,"small"
"0",0,1,0,1,2012-02-21 17:15:50,0,0,0,"no",0,0,5.727,139,1,1,0,0,0,"small"
"0",0,1,0,0,2012-03-14 06:16:51,0,0,0,"no",0,0,0.867,17,0,0,0,0,0,"big"
"0",0,1,0,0,2012-03-15 14:14:21,0,0,0,"no",0,0,25.981,649,1,0,0,0,1,"small"
"0",0,1,0,0,2012-01-03 16:48:40,0,0,0,"no",0,0,2.938,81,1,1,0,0,4,"small"
"0",0,1,0,1,2012-02-13 22:33:09,0,0,0,"no",0,0,1.028,22,1,0,0,0,0,"none"
"0",1,1,0,0,2012-03-29 17:34:39,0,0,0,"no",0,0,1.544,28,0,0,1,0,3,"none"
"0",0,1,0,1,2012-03-21 00:26:07,0,0,0,"no",0,0,1.376,34,1,0,1,0,0,"small"
"0",0,1,2,0,2012-03-12 18:31:34,0,0,4,"no",0,0,8.466,216,0,1,0,0,0,"small"
"0",0,1,0,0,2012-01-14 04:59:00,0,0,0,"no",0,0,9.313,156,1,0,0,0,1,"small"
"0",0,1,0,0,2012-03-16 00:58:22,0,0,0,"no",0,0,13.086,344,1,0,1,0,0,"small"
"0",0,1,0,1,2012-03-14 16:12:43,0,0,8,"no",0,0,10.62,281,1,1,0,0,6,"small"
"1",0,1,4,0,2012-01-02 02:25:29,0,2,0,"no",0,0,0.537,22,0,0,0,0,3,"small"
"1",0,1,0,0,2012-01-01 13:51:21,0,0,0,"no",0,0,20.133,364,1,0,0,0,8,"small"
"1",0,1,0,0,2012-01-01 14:21:55,0,0,0,"no",0,0,3.796,71,1,0,0,0,4,"small"
"1",0,1,0,0,2012-01-01 21:16:08,0,0,0,"no",0,0,2.705,35,1,0,0,0,0,"none"
"1",0,1,0,0,2012-01-02 22:54:37,0,0,0,"no",0,0,4.174,2,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-03 00:28:28,0,0,0,"no",0,0,1.162,2,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-03 01:20:31,0,0,1,"no",1,0,2.024,41,0,0,0,0,0,"small"
"1",0,1,0,0,2012-01-03 08:17:27,0,0,0,"no",0,0,62.854,1190,1,0,0,0,12,"big"
"1",1,1,0,0,2012-01-03 14:33:27,0,0,0,"no",0,0,0.443,13,0,0,0,0,0,"small"
"1",0,1,0,0,2012-01-03 13:15:38,0,0,0,"no",0,0,20.121,364,1,0,0,0,8,"small"
"1",0,1,4,0,2012-01-04 10:36:23,0,2,0,"no",0,0,0.631,28,0,0,0,0,2,"none"
"1",0,1,0,0,2012-01-04 00:29:51,0,0,0,"no",0,0,5.108,91,1,0,0,0,1,"small"
"1",0,1,0,0,2012-01-04 13:55:45,0,0,1,"yes",0,0,0.963,37,0,1,0,0,0,"none"
"1",0,1,0,0,2012-01-04 14:38:29,0,0,2,"no",0,0,2.182,46,0,0,1,0,0,"small"
"1",0,1,0,0,2012-01-04 18:19:35,0,0,0,"yes",0,0,33.809,549,1,0,0,0,28,"small"
"1",0,0,0,0,2012-01-04 18:19:35,0,0,0,"no",0,0,3.543,21,1,0,0,0,1,"small"
"1",0,1,0,0,2012-01-05 18:12:55,0,2,0,"no",0,0,0.424,22,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-05 01:13:19,0,0,0,"no",0,0,0.275,15,0,0,1,0,0,"none"
"1",0,1,0,0,2012-01-05 07:20:53,0,0,2,"no",0,0,0.597,9,1,0,1,0,4,"small"
"1",0,1,0,0,2012-01-06 17:55:30,0,0,1,"no",0,0,0.468,17,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-16 05:54:49,0,0,0,"no",0,0,0.466,13,1,0,0,0,0,"none"
"1",0,1,0,0,2012-01-06 13:34:31,0,0,0,"no",0,0,1.822,48,0,0,0,0,0,"small"
"1",0,1,0,0,2012-01-06 13:34:31,0,0,0,"no",0,0,0.001,1,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-07 06:55:55,0,0,0,"no",0,0,4.162,2,0,0,0,0,0,"none"
"1",0,1,4,0,2012-01-07 11:11:49,0,2,0,"no",0,0,0.56,24,0,0,0,0,1,"none"
"1",0,1,0,0,2012-01-17 09:56:28,0,0,0,"no",0,0,0.652,11,1,0,0,0,1,"small"
"1",0,1,0,0,2012-01-06 22:47:38,0,0,1,"no",0,0,1.046,26,1,0,0,0,1,"small"
"1",0,1,0,0,2012-01-07 19:53:50,0,0,0,"yes",0,0,1.35,49,0,0,1,0,0,"small"
"1",0,1,0,0,2012-01-07 21:10:29,0,0,0,"yes",0,0,1.35,49,0,1,1,0,0,"small"
"1",0,1,0,0,2012-01-08 16:02:27,0,1,0,"no",0,0,0.117,7,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-08 12:35:46,0,0,0,"no",0,0,2.687,35,1,0,0,0,0,"none"
"1",0,1,0,0,2012-01-13 06:01:13,0,0,0,"no",0,0,7.429,98,1,0,0,0,0,"none"
"1",0,1,0,0,2012-01-15 13:22:35,0,0,0,"no",0,0,0.769,19,1,0,0,0,2,"small"
"1",0,1,0,0,2012-01-16 08:52:14,0,0,0,"no",0,0,41.426,708,1,0,0,0,2,"big"
"1",0,1,0,0,2012-01-16 18:34:21,0,2,0,"no",0,0,0.558,23,0,0,0,0,1,"none"
"1",0,1,0,0,2012-01-28 02:14:59,0,0,0,"no",0,0,0.74,17,1,0,0,0,1,"small"
"1",0,1,0,0,2012-01-28 01:19:15,0,0,0,"no",0,0,1.032,15,1,1,0,0,1,"small"
"1",0,1,0,0,2012-01-16 16:48:26,0,0,0,"no",0,0,0.053,3,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-17 16:43:09,0,0,0,"no",0,0,2.479,65,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-17 19:37:56,0,0,0,"no",0,0,43.476,751,1,0,0,0,2,"big"
"1",0,1,4,0,2012-01-18 11:12:58,0,2,0,"no",0,0,0.537,22,0,0,0,0,3,"small"
"1",0,1,0,0,2012-01-29 07:40:52,0,0,0,"no",0,0,0.29,10,0,0,0,0,0,"none"
"1",0,1,4,0,2012-01-18 20:42:10,0,2,0,"no",0,0,0.436,22,0,0,0,0,1,"none"
"1",0,1,0,0,2012-01-17 20:26:38,0,0,0,"no",0,0,6.115,147,1,0,0,0,5,"none"
"1",0,1,0,0,2012-01-18 17:41:07,0,0,0,"no",0,0,4.909,105,1,0,0,0,0,"small"
"1",0,1,0,0,2012-01-19 14:24:39,0,0,4,"no",0,0,6.415,113,1,0,0,0,0,"small"
"1",0,1,0,0,2012-01-19 19:43:14,0,0,2,"yes",0,0,0.622,24,0,0,0,0,0,"none"
"1",1,1,0,0,2012-01-19 14:45:42,0,0,0,"no",0,0,0.553,21,1,0,1,0,2,"none"
"1",0,1,3,0,2012-01-20 17:26:20,0,2,0,"no",0,0,0.631,28,0,0,1,0,2,"none"
"1",0,1,0,0,2012-01-20 03:24:30,0,2,0,"no",0,0,0.459,21,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-20 10:45:56,0,0,0,"no",0,0,5.755,119,1,0,0,0,1,"small"
"1",0,1,0,0,2012-01-20 16:25:01,0,0,1,"yes",0,0,8.886,189,1,0,1,0,9,"small"
"1",0,1,0,0,2012-01-20 23:53:25,0,0,1,"no",1,0,1.868,34,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-21 11:09:25,0,0,1,"no",0,0,0.516,18,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-21 11:14:58,0,0,1,"no",0,0,0.516,18,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-21 22:59:34,0,0,0,"no",0,0,0.257,6,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-22 09:45:49,0,0,0,"no",0,0,0.767,18,1,0,0,0,2,"small"
"1",0,1,0,0,2012-01-21 16:55:55,0,0,0,"yes",0,0,0.242,16,0,0,0,0,0,"none"
"1",1,1,0,0,2012-01-23 10:09:08,0,2,0,"no",0,0,0.424,22,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-23 13:08:51,0,0,0,"no",0,0,6.132,138,1,0,0,0,7,"small"
"1",0,1,0,0,2012-01-23 21:41:29,0,0,0,"no",0,0,23.19,389,0,0,0,0,0,"small"
"1",0,1,0,0,2012-01-24 14:33:59,0,0,0,"no",0,0,0.356,5,1,0,0,0,0,"small"
"1",0,1,0,0,2012-01-24 11:15:56,0,0,3,"yes",0,0,42.793,712,1,0,0,0,2,"big"
"1",0,1,0,0,2012-01-24 17:45:40,0,0,1,"no",0,0,0.554,12,0,0,0,0,0,"small"
"1",0,1,0,0,2012-01-24 17:38:40,0,0,0,"no",0,0,1.123,32,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-25 02:42:43,0,0,3,"no",0,0,5.328,93,1,1,0,1,1,"small"
"1",0,1,0,0,2012-01-25 09:25:25,0,0,4,"no",0,0,10.002,298,1,0,0,0,1,"none"
"1",0,1,0,0,2012-01-25 10:19:13,0,0,19,"no",0,0,62.494,1190,1,0,0,0,12,"big"
"1",0,1,0,0,2012-01-25 10:19:13,0,0,0,"no",0,0,2.377,44,1,0,0,0,1,"none"
"1",0,1,0,0,2012-01-25 11:17:54,0,2,0,"no",0,0,0.341,18,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-26 05:06:55,0,2,0,"no",0,0,0.558,23,0,0,0,0,1,"none"
"1",0,1,0,0,2012-01-25 16:44:55,0,0,0,"no",0,0,1.815,32,1,0,0,0,0,"small"
"1",0,1,0,0,2012-01-25 17:59:01,0,0,1,"yes",0,0,8.881,189,1,0,1,0,9,"small"
"1",0,1,0,0,2012-01-25 23:23:47,0,0,2,"no",1,0,4.079,73,1,0,0,0,1,"small"
"1",0,0,0,0,2012-01-25 16:20:36,0,0,2,"no",0,0,1.296,37,0,0,0,0,0,"big"
"1",0,0,0,0,2012-01-25 16:23:05,0,0,2,"no",0,0,1.296,37,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-25 19:27:14,0,2,0,"no",0,0,0.459,21,0,0,0,0,0,"none"
"1",0,1,0,0,2012-01-26 06:03:32,0,0,2,"no",0,0,1.112,31,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-26 01:45:14,0,0,0,"no",0,0,1.581,40,1,0,0,0,0,"small"
"1",0,1,0,0,2012-01-25 13:53:13,0,0,0,"no",0,0,19.317,436,1,0,0,0,43,"small"
"1",0,1,0,0,2012-01-26 06:30:24,0,0,0,"no",0,0,3.451,46,1,0,0,0,1,"none"
"1",0,1,0,0,2012-01-26 13:25:22,0,0,1,"no",0,0,0.357,14,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-26 22:36:41,0,0,36,"yes",0,0,173.956,3729,1,0,0,0,1209,"big"
"1",0,1,3,0,2012-01-27 20:17:18,0,2,0,"no",0,0,0.537,22,0,0,0,0,3,"small"
"1",0,1,0,0,2012-01-27 11:43:58,0,0,1,"no",0,0,0.46,18,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-27 12:23:49,0,0,0,"no",0,0,3.425,46,1,0,0,0,1,"none"
"1",0,1,0,0,2012-01-31 14:11:14,0,0,7,"no",0,0,2.561,15,0,0,1,0,1,"small"
"1",0,1,0,0,2012-01-31 11:19:30,0,0,2,"no",0,0,0.988,20,0,0,0,0,0,"small"
"1",0,1,0,0,2012-01-31 14:49:56,0,0,0,"no",0,0,0.393,13,0,0,0,0,0,"small"
"1",0,1,0,0,2012-01-31 17:56:36,0,0,1,"no",0,0,0.262,11,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-31 17:57:36,0,0,1,"no",0,0,0.262,11,0,0,0,0,0,"big"
"1",0,1,0,0,2012-01-31 09:58:56,0,0,0,"no",1,0,0.354,3,1,0,0,0,0,"none"
"1",0,1,0,0,2012-02-01 00:06:37,0,0,0,"no",0,0,0.881,24,0,0,1,0,0,"none"
"1",0,1,0,0,2012-01-31 10:13:56,0,0,0,"no",0,0,0.537,18,0,0,0,0,0,"small"
"1",0,1,0,0,2012-02-04 09:12:04,0,0,0,"no",0,0,1.092,15,1,1,0,0,2,"small"
"1",0,1,0,0,2012-02-02 14:23:10,0,0,0,"no",0,0,0.458,12,1,0,0,0,0,"none"
"1",0,1,0,0,2012-02-10 21:05:18,0,0,0,"no",0,0,0.859,15,1,0,0,0,1,"small"
"1",0,1,0,0,2012-02-11 02:12:57,0,0,0,"no",0,0,0.645,10,1,0,0,0,2,"small"
"1",0,1,0,0,2012-02-01 06:16:24,0,0,0,"no",0,0,3.548,48,1,0,0,0,1,"none"
"1",0,1,0,0,2012-02-02 15:26:14,0,0,7,"no",0,0,2.561,45,0,0,0,0,1,"small"
"1",0,1,0,0,2012-02-02 21:47:01,1,1,1,"no",0,0,2.884,79,1,0,0,0,4,"big"
"1",0,1,0,0,2012-02-03 03:37:09,0,0,0,"no",0,0,3.842,2,0,0,0,0,0,"none"
"1",0,1,0,0,2012-02-02 19:02:30,0,0,0,"no",0,0,3.449,46,1,0,0,0,1,"none"
"1",0,1,0,0,2012-02-03 05:10:21,0,0,0,"no",0,0,13.021,216,1,0,0,0,0,"small"
"1",0,1,0,0,2012-02-03 13:38:16,0,0,0,"no",0,0,0.562,9,1,0,0,0,0,"small"
"1",0,1,0,0,2012-01-26 23:40:47,0,0,0,"no",0,0,2.152,39,0,0,0,0,0,"small"
"1",0,1,0,0,2012-02-14 03:05:52,0,0,0,"no",0,0,0.727,17,1,0,0,0,1,"small"
"1",0,1,0,0,2012-02-12 18:58:10,0,0,0,"no",0,0,0.691,17,1,0,0,0,1,"small"
"1",0,1,0,0,2012-02-12 17:42:20,0,0,0,"no",0,0,0.865,15,1,0,0,0,1,"small"
